flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length_1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,protocol_0.0,protocol_6.0,protocol_17.0,destination_ip_external,destination_ip_internal,fin_flag_count_0.0,fin_flag_count_1.0,syn_flag_count_0.0,syn_flag_count_1.0,rst_flag_count_0.0,rst_flag_count_1.0,psh_flag_count_0.0,psh_flag_count_1.0,ack_flag_count_0.0,ack_flag_count_1.0,urg_flag_count_0.0,urg_flag_count_1.0,ece_flag_count_0.0,ece_flag_count_1.0,cwe_flag_count_0.0,fwd_psh_flags_0.0,fwd_psh_flags_1.0,bwd_psh_flags_0.0,fwd_urg_flags_0.0,bwd_urg_flags_0.0,source_port_dns,source_port_ftp,source_port_http,source_port_https,source_port_kerberos,source_port_ldap,source_port_ms-smb,source_port_ntp,source_port_registered,source_port_samba,source_port_smtps,source_port_ssh,source_port_system_defined,source_port_user_application,destination_port_dns,destination_port_ftp,destination_port_http,destination_port_https,destination_port_kerberos,destination_port_ldap,destination_port_ms-smb,destination_port_ntp,destination_port_registered,destination_port_samba,destination_port_smtps,destination_port_ssh,destination_port_system_defined,destination_port_user_application,label
-0.39226591541622796,-0.01353726371835254,-0.012134521433809116,-0.07262536978211391,-0.009251119774398936,-0.3664576094762839,-0.6150455632436287,-0.5158504877843708,-0.3370132968374786,-0.49829918777875,-0.7470754768748523,-0.5898414674729002,-0.45177913396251135,-0.057468258242554214,-0.23005970544270588,-0.23126970966624363,-0.27435551332487973,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.2091612773726329,-0.3084952623865613,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570242147626,-0.16466227865328886,-0.8702151845366768,-0.500319036710817,-0.6310417633215488,-0.5431642649230822,-0.3253273402875892,-0.6926945915691272,-0.5158504877843708,-0.5898414674727929,-0.014900934382582356,0.0,0.0,0.0,0.0,0.0,0.0,-0.01353726371835254,-0.07262536978211391,-0.012134521433809116,-0.009250531199657202,-0.4673342309724661,-0.2521443496312663,-0.011130570806782572,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3922659154162278,-0.013537264412070937,-0.012134521728228195,-0.07262537011659576,-0.009251119774398941,-0.36645797077506087,-0.6158020099400754,-0.5158943915517329,-0.33701210064982057,-0.4982994025727741,-0.7473717612157934,-0.5898470630157333,-0.45177913396251135,-0.057468258242554214,-0.2300597054427256,-0.23126970966621832,-0.27435551332486563,-0.3194888573567496,-0.04937430800069247,-0.3850695935055002,-0.20916127737263004,-0.3084952623864993,-0.3112210678507869,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570242149122,-0.16466227865444522,-0.8724622579343557,-0.5003191969210554,-0.6310564252862679,-0.5431667231016724,-0.32532734028770455,-0.6927097149237489,-0.5158943915517329,-0.589847063015626,-0.01490093438503588,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537264412070937,-0.07262537011659576,-0.012134521728228195,-0.009250531199657207,-0.4673342275216787,-0.2521443171899819,-0.011130571591500023,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265105789332,-0.012134522022647275,-0.07262537011659576,-0.009251119774398941,-0.36645797077506087,-0.6156939461262972,-0.5158920808271349,-0.3370132968374786,-0.4982994025727741,-0.7473717612157934,-0.5898470630157333,-0.45177913396251135,-0.057468258242554186,-0.23005970543488205,-0.23126970966624372,-0.27435551332487973,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570241258895,-0.1646622786544487,-0.872141247448973,-0.5003191969210554,-0.6310555603950907,-0.5431669656240146,-0.3253273402877055,-0.6927084368937808,-0.5158920808271349,-0.589847063015626,-0.014900934387489405,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262537011659576,-0.012134522022647275,-0.009250531199657207,-0.46733423086464215,-0.2521443496312663,-0.011130572376217472,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537252618858202,-0.012134516723103832,-0.07262536833054847,-0.009251119774398518,-0.3664539663802832,-0.6158020099400754,-0.515850198943796,-0.33697652554268925,-0.49829679934263543,-0.7473717612157934,-0.5897995327850888,-0.4517492981657988,-0.05746825824255421,-0.23005970544270152,-0.23126970966624366,-0.27435551332487973,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865613,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765034,-0.25303515811819177,-0.2766640003324238,-0.1325326996393819,-0.20992570242147682,-0.16466227865243957,-0.8724622579343557,-0.5003171589313556,-0.6309415968140365,-0.5431196429014671,-0.32532734025199833,-0.6926053424763595,-0.515850198943796,-0.5897995327849814,-0.014900934340565745,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537252618858202,-0.07262536833054847,-0.012134516723103832,-0.009250531199656782,-0.4673342033695365,-0.2521443492424286,-0.011130569237347673,-4.6334299539024775,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622435,-0.01353720544600727,-0.01213448492584317,-0.07262535067376658,-0.0092511197743961,-0.36641095175367444,-0.6158020099400754,-0.5157798006182382,-0.3368410037640356,-0.4982941520521841,-0.7473717612157934,-0.5898015463758313,-0.45174625537437596,-0.057468258242554214,-0.23005970544272553,-0.2312697096662354,-0.2743555133248523,-0.31948885735672883,-0.04937430800069248,-0.3850695935054967,-0.2091612773726314,-0.30849526238640734,-0.311221067850766,-0.1301790136011297,-0.3666456192932421,-0.1972955322176493,-0.25303515811801003,-0.27666400033239685,-0.1325326996393819,-0.20992570242149122,-0.16466227865442973,-0.8724622579343557,-0.500312434894325,-0.6309128555857038,-0.5431121162691678,-0.3253273402397367,-0.6925819557223699,-0.5157798006182382,-0.589801546375724,-0.01490093425469238,0.0,0.0,0.0,0.0,0.0,0.0,-0.01353720544600727,-0.07262535067376658,-0.01213448492584317,-0.009250531199654364,-0.4673342275216787,-0.2521443490346782,-0.011130504890516806,-4.680107942222715,-0.12095779053790857,-0.12748460465029215,-0.16631334014037577,-0.0899281518204851,-0.2857482658978584,-0.07604192271078626,-0.28723212582393903,-0.27745786988778826,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265105789332,-0.012134521433809116,-0.07262536997937243,-0.009251119774398927,-0.36645764962059246,-0.6151176057861475,-0.5158551092335668,-0.3370132968374786,-0.49829880408686067,-0.7465462168128293,-0.5898314720160446,-0.45177913396251135,-0.0574682582425541,-0.23005970544117488,-0.23126970966624372,-0.27435551332487973,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.2099257024206112,-0.16466227851849716,-0.870429191526932,-0.5003187350537014,-0.6310201959558441,-0.5431553245515865,-0.3253273402855448,-0.6926695634822532,-0.5158551092335668,-0.5898314720159372,-0.01490093438564926,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262536997937243,-0.012134521433809116,-0.009250531199657191,-0.4673342309724661,-0.2521443496312663,-0.011130572376217472,-4.6334299539024775,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265799507729,-0.012134521728228195,-0.07262537000939004,-0.00925111977439894,-0.3664574087547412,-0.614685350531035,-0.5158273805383907,-0.3370132968374786,-0.49829919695798175,-0.7470881385988241,-0.5898417065986623,-0.45177913396251135,-0.057468258242554214,-0.23005970544271903,-0.23126970966624324,-0.27435551332487973,-0.3194888573567516,-0.0493743080006904,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.2099257024214875,-0.16466227865386454,-0.8691451495854011,-0.5003190439274944,-0.6310381024065126,-0.54316483528239,-0.3253273402876331,-0.6926852193493616,-0.5158273805383907,-0.589841706598555,-0.014900934388102785,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265799507729,-0.07262537000939004,-0.012134521728228195,-0.009250531199657205,-0.4673342309724661,-0.2521443496312663,-0.011130573160934921,-4.6334299539024775,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265105789332,-0.012134521433809116,-0.07262536999223712,-0.009251119774398938,-0.3664576797288239,-0.6151716376930365,-0.5158585753204639,-0.3370132968374786,-0.49829922449567715,-0.7471261237707396,-0.5898424239759487,-0.45177913396251135,-0.057468258242554214,-0.23005970544271268,-0.23126970966624358,-0.2743555133248797,-0.3194888573567516,-0.04937430800069247,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570242148387,-0.16466227865330582,-0.8705896967696233,-0.5003190655775266,-0.6310426350769421,-0.5431644595598115,-0.32532734028760535,-0.6926944318153812,-0.5158585753204639,-0.5898424239758413,-0.014900934387489405,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262536999223712,-0.012134521433809116,-0.009250531199657203,-0.4673342309724661,-0.2521443496312663,-0.011130572376217472,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265105789332,-0.012134521433809116,-0.07262536997937243,-0.009251119774398936,-0.36645764962059246,-0.6151176057861475,-0.5158551092335668,-0.3370132968374786,-0.4982991859429036,-0.7470729445300579,-0.5898414196477478,-0.45177913396251135,-0.057468258242554145,-0.23005970544040824,-0.23126970966624372,-0.27435551332487973,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.2099257024201762,-0.16466227845129383,-0.870429191526932,-0.5003190352674814,-0.63104018455194,-0.5431637319927853,-0.3253273402875388,-0.6926917160016991,-0.5158551092335668,-0.5898414196476405,-0.01490093438564926,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262536997937243,-0.012134521433809116,-0.009250531199657202,-0.4673342309724661,-0.2521443496312663,-0.011130572376217472,-4.6334299539024775,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265105789332,-0.012134521433809116,-0.07262536999652534,-0.009251119774398926,-0.36645768976490106,-0.6151896483286661,-0.5158597306827628,-0.3370132968374786,-0.49829876920577987,-0.7464981022617362,-0.5898305633381487,-0.45177913396251135,-0.057468258242554214,-0.23005970544271265,-0.23126970966624358,-0.2743555133248797,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570242148387,-0.1646622786533034,-0.8706431985171871,-0.5003187076303273,-0.6310189466685883,-0.5431543948826097,-0.32532734028518584,-0.6926681789497878,-0.5158597306827628,-0.5898305633380413,-0.014900934387489405,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262536999652534,-0.012134521433809116,-0.009250531199657191,-0.4673342309724661,-0.2521443496312663,-0.011130572376217472,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265105789332,-0.012134521433809116,-0.07262537002225472,-0.00925111977439894,-0.3664577499813639,-0.6152977121424442,-0.5158666628565568,-0.3370132968374786,-0.49829925019752613,-0.7471615765978609,-0.5898430935280825,-0.45177913396251135,-0.057468258242554214,-0.23005970544271243,-0.23126970966624358,-0.2743555133248797,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570242148378,-0.16466227865328548,-0.8709642090025698,-0.5003190857842233,-0.6310449895029245,-0.5431647425025447,-0.32532734028762667,-0.6926970411265658,-0.5158666628565568,-0.5898430935279751,-0.014900934387489405,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262537002225472,-0.012134521433809116,-0.009250531199657203,-0.4673342309724661,-0.2521443496312663,-0.011130572376217472,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265799507729,-0.012134521728228195,-0.07262536974137573,-0.009251119774398941,-0.3664561542450991,-0.6124340210773247,-0.5156829602510157,-0.3370132968374786,-0.4982993915576959,-0.7473565671470273,-0.5898467760648187,-0.45177913396251135,-0.05746825824255411,-0.2300597054399321,-0.23126970966624372,-0.27435551332487973,-0.3194888573567516,-0.04937430800069247,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570241990596,-0.1646622784095497,-0.872141247448973,-0.5003189356773333,-0.6310265705241425,-0.5431592537873358,-0.3253273402867572,-0.6926698829897452,-0.5156829602510157,-0.5898467760647115,-0.014900934389022858,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265799507729,-0.07262536974137573,-0.012134521728228195,-0.009250531199657207,-0.46733423096741183,-0.25214434963015536,-0.011130573160934921,-4.680107942222715,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.39226591541622796,-0.013537265105789332,-0.012134521433809116,-0.07262536995364306,-0.009251119774398936,-0.36645758940412965,-0.6150095419723693,-0.5158481770597728,-0.3370132968374786,-0.49829919695798175,-0.7470881385988241,-0.5898417065986623,-0.45177913396251135,-0.05746825824255417,-0.23005970544145113,-0.23126970966624372,-0.27435551332487973,-0.3194888573567516,-0.04937430800069248,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.20992570242076797,-0.16466227854271354,-0.8701081810415492,-0.5003190439274944,-0.631039896254881,-0.5431642170374698,-0.32532734028758503,-0.6926913964942071,-0.5158481770597728,-0.589841706598555,-0.014900934384422498,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265105789332,-0.07262536995364306,-0.012134521433809116,-0.009250531199657202,-0.4673342309724661,-0.2521443496312663,-0.011130572376217472,-4.60231129502232,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39226591541622796,-0.013537265799507729,-0.012134521728228195,-0.07262537005870466,-0.00925111977439894,-0.3664576395845153,-0.6150995951505178,-0.5158539538712678,-0.3370132968374786,-0.4982991767636718,-0.747060282806086,-0.5898411805219856,-0.45177913396251135,-0.057468258242554214,-0.23005970544271903,-0.23126970966624324,-0.27435551332487973,-0.3194888573567516,-0.0493743080006904,-0.38506959350550035,-0.20916127737263293,-0.3084952623865616,-0.3112210678507889,-0.1301790136011297,-0.366645619293246,-0.19729553221765037,-0.25303515811819216,-0.27666400033242383,-0.1325326996393819,-0.2099257024214875,-0.16466227865386382,-0.8703756897793682,-0.5003190280508041,-0.6310409052945877,-0.5431633866500856,-0.32532734028750127,-0.6926889469367683,-0.5158539538712678,-0.5898411805218783,-0.014900934388102785,0.0,0.0,0.0,0.0,0.0,0.0,-0.013537265799507729,-0.07262537005870466,-0.012134521728228195,-0.009250531199657203,-0.4673342309724661,-0.2521443496312663,-0.011130573160934921,-4.6334299539024775,-0.12095779054098783,-0.12748460466235184,-0.1663133401415463,-0.08992815182218253,-0.2857482658978848,-0.07604192271084194,-0.28723212582396396,-0.2774578698878155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
